contract_number,contract_date,law_type,contract_subject,contract_value,contract_period_start,contract_period_end,extracted_work_count,work_count_confidence,relevance_confidence,source_url,source_platform
67708737490170002520000,2017-08-28,223,Выполнение по ремонту оборудования пристройки котельной,755200,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3710593,zakupki.gov.ru
67708737490170002610000,2017-08-30,223,Выполнение работ по ремонту технологического оборудования,590000,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3710665,zakupki.gov.ru
