contract_number,contract_date,law_type,contract_subject,contract_value,contract_period_start,contract_period_end,extracted_work_count,work_count_confidence,relevance_confidence,source_url,source_platform
67708737490170001680000,2017-07-13,223,Выполнение работ по ремонту технологического оборудования,1009324,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3499880,zakupki.gov.ru
67708737490180001760000,2018-05-29,223,Выполнение работ по ремонту станочного оборудования,929840,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=4950779,zakupki.gov.ru
