contract_number,contract_date,law_type,contract_subject,contract_value,contract_period_start,contract_period_end,extracted_work_count,work_count_confidence,relevance_confidence,source_url,source_platform
67708737490170001610000,2017-07-04,223,Выполнение работ по ремонту крановых путей,1073500,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3455489,zakupki.gov.ru
67708737490170003530000,2017-11-10,223,Выполнение работ по ремонту подкрановых путей,998830,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3971893,zakupki.gov.ru
