contract_number,contract_date,law_type,contract_subject,contract_value,contract_period_start,contract_period_end,extracted_work_count,work_count_confidence,relevance_confidence,source_url,source_platform
67708737490170001650000,2017-07-11,223,Выполнение работ по ремонту кранового оборудования,1217760,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3489408,zakupki.gov.ru
67708737490170001970000,2017-07-26,223,Выполнение работ по ремонту кранового оборудования,802400,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3543037,zakupki.gov.ru
