contract_number,contract_date,law_type,contract_subject,contract_value,contract_period_start,contract_period_end,extracted_work_count,work_count_confidence,relevance_confidence,source_url,source_platform
67708737490170002750000,2017-09-22,223,Выполнение работ по ремонту основных фондов,31858820,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3767394,zakupki.gov.ru
67708737490170002760000,2017-09-22,223,Выполнение работ по ремонту основных фондов,31858820,,,,,0.55,https://zakupki.gov.ru/epz/contractfz223/card/contract-info.html?id=3767471,zakupki.gov.ru
